%
% N       RA           Dec      V
%        h m s      deg am as  mag
% 
 0412  01 27  6.2  +34 22 39  6.27 
 0413  01 26 27.3  -00 23 55  6.41 
 0414  01 27 39.4  +45 24 24  4.83 
 0415  01 27 26.6  +41 06 02  6.46 
 0416  01 26 53.5  +03 32 07  6.58 
 0417  01 25  5.3  -64 22 10  5.93 
 0418  01 26 51.6  -13 03 24  5.66 
 0419  01 27 47.0  +40 20 08  6.60 
 0420  01 26 58.1  -32 32 35  5.79 
 0421  02 31 48.7  +89 15 51  2.02 
 0422  01 27 46.6  -10 54 06  6.13 
 0423  01 28 22.9  +07 57 41  6.20 
 0424  01 31 13.8  +70 15 53  5.81 
 0425  01 30 52.3  +66 05 53  6.14 
 0426  01 28 21.9  -43 19 06  3.41 
 0427  01 30  6.2  +47 00 26  5.27 
 0428  01 28 43.3  -33 45 49  6.58 
 0429  01 29 52.9  +18 21 20  6.02 
 0430  01 29 36.1  -21 37 46  5.12 
 0431  01 30 11.1  +06 08 38  4.84 
 0432  01 29 30.4  -46 45 23  6.31 
 0433  01 30 22.9  -26 12 28  5.93 
 0434  01 31 29.0  +15 20 45  3.62 
 0435  01 32  7.6  +34 48 00  6.39 
 0436  01 33 25.8  +58 19 39  5.70 
 0437  01 31 15.1  -49 04 22  3.95 
 0438  01 31 43.3  -30 17 00  5.82 
 0439  01 33 55.9  +59 13 55  4.71 
 0440  01 31 39.1  -45 34 32  6.17 
 0441  01 33  3.5  -09 00 53  6.59 
 0442  01 32 56.0  -36 51 55  5.51 
 0443  01 34 16.6  +37 14 14  5.88 
 0444  01 32 36.3  -49 43 40  6.28 
 0445  01 33 42.9  -07 01 31  5.76 
 0446  01 37 22.5  +74 18 03  6.58 
 0447  01 34 49.1  +18 27 38  5.89 
 0448  01 34 37.8  -15 40 34  5.63 
 0449  01 35 52.5  +41 04 35  6.38 
 0450  01 34 50.7  -31 53 32  6.12 
 0451  01 36 27.2  +48 43 22  5.92 
 0452  01 35 46.4  +14 39 41  6.22 
 0453  01 38 30.9  +73 02 24  5.28 
 0454  01 35 54.8  +17 26 01  5.80 
 0455  01 36 47.8  +41 24 20  4.09 
 0456  01 35 59.0  -15 24 01  5.42 
 0457  01 35 15.2  -58 08 22  6.01 
 0458  01 38  7.6  +57 58 39  5.56 
 0459  01 36  8.4  -29 54 27  5.69 
 0460  01 37  5.9  +12 08 30  5.57 
 0461  01 37 59.6  +48 37 42  3.57 
 0462  01 38 31.7  +45 24 00  6.36 
 0463  01 37 37.7  -09 24 14  6.24 
 0464  01 33 39.2  -78 30 17  6.11 
 0465  01 36 44.8  -58 16 15  6.18 
 0466  01 39 21.0  +44 23 10  4.98 
 0467  01 40 13.1  +53 52 06  6.39 
 0468  01 38 27.4  -36 31 42  5.94 
 0469  01 37 42.9  -57 14 12  0.46 
 0470  01 38 51.8  -21 16 31  5.58 
 0471  01 38 50.0  -25 01 19  6.70 
 0472  01 39 40.8  +16 24 21  5.97 
 0473  01 40 39.8  +43 17 52  5.61 
 0474  01 40 34.8  +40 34 37  4.94 
 0475  01 42 20.5  +68 02 35  5.59 
 0476  01 38 48.2  -53 26 20  6.84 
 0477  01 42 55.9  +70 37 21  5.18 
 0478  01 42  3.0  +61 02 18  6.71 
 0479  01 42 17.8  +58 37 40  6.37 
 0480  01 41 47.2  +42 36 49  4.95 
 0481  01 41 18.4  +25 44 45  6.17 
 0482  01 41 39.2  +30 02 50  5.99 
 0483  01 39 47.4  -56 11 53  5.87 
 0484  01 39 47.8  -56 11 41  5.76 
 0485  01 42 58.4  +61 25 18  6.34 
 0486  01 41 25.9  +05 29 15  4.44 
 0487  01 42  3.5  +35 14 44  5.64 
 0488  01 43 19.7  +60 33 04  5.78 
 0489  01 41 44.7  -11 19 29  5.75 
 0490  01 42 29.8  +20 16 07  5.24 
 0491  01 41 27.3  -38 07 59  6.17 
 0492  01 43 16.5  +45 19 20  6.34 
 0493  01 43 39.6  +50 41 19  4.07 
 0494  01 42  8.6  -32 19 37  5.25 
 0495  01 42  3.0  -36 49 57  5.72 
 0496  01 44 17.9  +57 32 11  6.21 
