%
%  no - oznaczenie gwiazdy
%  V - jasno"s"c w filtrze V
%  I - jasno"s"c w filtrze I
%  err_V - b"l"ad jasno"sci V
%  N_V - ilo"s"c obserwacji w filtrze V
%  N_I - ilo"s"c obserwacji w filtrze I
%  x - wsp"o"lrz"edna x na obrazie CCD (po"lno"c to -x) 
%  y - wsp"o"lrz"edna y na obrazie CCD (wsch"od to +y)
%
%  no    V       I    err_V   N_V N_I     x       y 
%       mag     mag    mag               
%
  829 17.3600 16.0255 0.0012 1812 676  410.13  622.76 
  830 17.3965 16.0224 0.0014 1583 618  484.89  669.54 
  831 17.3532 16.0205 0.0014 1714 661  162.96   33.45 
  832 17.3296 16.0336 0.0030 1671 631  299.92  263.12 
  833 17.6531 16.0392 0.0014 1793 681  933.61  738.14 
  834 17.3615 16.0300 0.0014 1734 654  318.81  356.73 
  835 17.3328 16.0140 0.0012 1812 677  323.00  227.48 
  836 17.3394 16.0201 0.0014 1675 663  416.66   30.95 
  837 18.2403 16.0274 0.0022 1811 667  223.07  654.15 
  838 17.5196 16.0443 0.0013 1807 666  651.18  596.40 
  839 17.3858 16.0277 0.0014 1709 661  509.66  505.13 
  840 17.4144 16.0487 0.0012 1802 670  584.89  520.64 
  841 18.4296 16.0966 0.0028 1813 674  927.26  832.25 
  842 17.2726 16.0626 0.0012 1807 670  126.92  458.70 
  843 17.4333 16.0494 0.0042 1743 663 1081.00 1030.19 
  844 17.2647 16.0637 0.0012 1791 674  193.28  414.21 
  845 17.5094 16.0538 0.0013 1815 672  433.54  337.63 
  846 17.4704 16.0472 0.0015 1733 650  558.65  560.42 
  847 17.7080 16.0453 0.0014 1811 661  264.21  161.21 
  848 18.2473 16.1525 0.0030 1792 691  928.31  939.75 
  849 17.7192 16.0671 0.0015 1807 673  173.53  888.73 
  850 17.4575 16.0558 0.0013 1807 678  588.48  539.43 
  851 17.5618 16.0530 0.0013 1807 670  376.83  507.75 
  852 18.2370 16.0544 0.0019 1774 664  885.71  756.62 
  853 17.6867 16.0692 0.0013 1795 663  748.44  736.49 
  854 17.5814 16.0642 0.0015 1777 625  995.33  552.86 
  855 17.6438 16.0710 0.0016 1733 658  637.01  679.10 
  856 17.4447 16.0794 0.0012 1801 660  301.94  514.92 
  858 17.4800 16.0451 0.0050 1333 563  811.83  389.65 
  859 17.3888 16.0649 0.0013 1784 676  540.14  190.89 
  860 17.4532 16.0623 0.0015 1781 664  690.78 1150.92 
  861 17.6214 16.0790 0.0018 1752 659 1083.13   53.79 
  862 17.3255 16.0385 0.0073 1821 675 1057.73 1073.69 
  863 18.2775 16.0581 0.0034 1609 618  684.19 1149.81 
  864 17.4642 16.0938 0.0013 1807 674  422.00  650.73 
  865 17.5562 16.0927 0.0021 1632 605  472.97  713.78 
  866 17.1972 16.0954 0.0014 1577 654  157.06   27.57 
  867 17.4990 16.0964 0.0049 1519 588  527.79  616.28 
  868 17.5449 16.0925 0.0016 1784 670  875.22  519.40 
  869 17.4614 16.0871 0.0014 1714 658  500.17  582.41 
  870 17.5174 16.1001 0.0014 1767 666  544.18  661.50 
  871 17.5651 16.0903 0.0013 1822 674  630.81  925.05 
  872 17.6194 16.1022 0.0014 1806 657  515.69  701.97 
  873 17.6935 16.1021 0.0018 1680 646  592.03  607.65 
  874 17.6005 16.1164 0.0014 1805 674 1067.30  867.14 
  875 17.6486 16.1250 0.0021 1681 636  700.13  663.79 
  876 17.5266 16.1156 0.0016 1742 653  487.14  573.45 
  877 17.3999 16.0960 0.0018 1200 488   10.26   83.12 
  878 17.3225 16.1219 0.0015 1817 683  125.80  125.89 
  879 17.2689 16.1222 0.0015 1811 623  177.20  108.17 
  880 17.7625 16.1360 0.0015 1765 672  234.62  516.38 
  881 17.5049 16.1301 0.0026 1623 612  611.69  482.47 
  882 17.6026 16.1484 0.0013 1822 668  865.57  379.72 
  883 17.7161 16.1248 0.0015 1801 627  704.45  634.30 
  884 17.6653 16.1388 0.0014 1800 658  352.52  892.00 
  885 17.5421 16.1577 0.0016 1708 655  241.03  496.77 
  886 17.5590 16.1634 0.0021 1678 643  613.91  551.13 
  887 17.6411 16.1283 0.0021 1774 670 1027.87   71.22 
  888 17.6871 16.1273 0.0039 1530 583  636.38  615.91 
  889 17.6098 16.1435 0.0016 1751 663  370.49  679.23 
  890 17.4760 16.0890 0.0025 1602 600  496.18  394.60 
  892 17.5881 16.1432 0.0018 1722 659  298.75  377.80 
  893 17.6759 16.1480 0.0014 1795 673  321.65  881.25 
  894 18.3003 16.1442 0.0024 1770 666  262.72 1149.13 
  895 17.5534 16.1374 0.0014 1801 683  580.54  285.14 
  896 17.6038 16.1500 0.0015 1810 673 1021.12  261.87 
  897 17.4661 16.1445 0.0013 1811 676  441.00  133.94 
  898 18.0287 16.1593 0.0022 1776 665  125.63 1205.16 
  899 17.5407 16.1520 0.0015 1784 662  648.08  399.48 
  900 17.8414 16.1579 0.0096 1782 599  720.82  666.97 
  901 17.6152 16.1623 0.0015 1791 660  633.50  500.73 
  902 17.7078 16.1707 0.0017 1809 679  514.42 1088.65 
  903 17.7087 16.1592 0.0026  962 373    7.94  761.96 
  904 17.5202 16.1547 0.0014 1805 675  429.59  452.02 
  905 17.7988 16.1622 0.0016 1732 646  921.22  740.45 
  906 17.7064 16.1747 0.0017 1751 666  728.65  592.88 
  907 17.5944 16.1603 0.0015 1794 669  557.11  457.47 
  909 17.6323 16.1648 0.0017 1735 659  535.91  632.17 
  910 18.3806 16.1628 0.0024 1796 668  201.62  645.01 
  911 17.8529 16.1728 0.0016 1808 675  668.69  656.87 
  912 17.7407 16.1749 0.0015 1801 660  806.10  799.38 
  913 17.6327 16.1813 0.0018 1792 638  781.81  595.44 
  914 18.1231 16.1655 0.0019 1777 672  923.45   74.20 
  915 17.6360 16.1727 0.0016 1803 669 1068.41  151.55 
  916 17.5462 16.1682 0.0013 1794 671  618.62  377.49 
  917 17.7333 16.1862 0.0016 1796 650  526.02  858.78 
  918 17.5467 16.1858 0.0015 1730 650  389.48  531.70 
  919 17.6203 16.1915 0.0015 1801 669  676.01  462.63 
  920 17.5868 16.1772 0.0023 1602 635  948.01  506.74 
  921 17.4961 16.1938 0.0013 1776 666  900.12  289.10 
  922 17.9541 16.1922 0.0023 1688 654 1013.57  274.90 
  923 17.7714 16.2024 0.0042 1652 618  357.43  606.41 
  924 17.7455 16.1870 0.0079 1821 686  591.44  632.06 
  925 17.7433 16.2118 0.0015 1815 667  209.59  751.46 
  926 17.5275 16.1978 0.0015 1729 647  646.77  107.31 
  927 17.8911 16.2026 0.0017 1815 683  879.45  815.23 
  928 17.5657 16.2093 0.0014 1801 681  629.29  378.09 
  929 17.5731 16.2204 0.0018 1695 626  594.66  401.97 
  930 17.6433 16.2126 0.0015 1796 668  514.85  668.72 
  931 17.6416 16.2278 0.0065 1848 675  550.07  448.98 
  932 17.4444 16.1488 0.0033 1383 552  555.72  205.75 
  933 17.7006 16.2139 0.0016 1798 666  455.19  926.11 
  934 17.6737 16.2386 0.0015 1801 671 1041.56  562.11 
  935 17.7116 16.2278 0.0016 1805 622  966.24  488.14 
  936 18.1166 16.2007 0.0019 1792 671  675.52  182.55 
  937 18.1909 16.1784 0.0044 1340 565 1113.80   45.05 
  938 17.6386 16.2166 0.0019 1487 588  766.44  428.03 
  939 17.8440 16.2273 0.0018 1797 679 1063.32 1160.16 
  940 17.6955 16.2251 0.0014 1799 675  508.44  524.29 
  941 17.8346 16.2059 0.0016 1794 677  389.81   86.36 
  942 17.7963 16.1934 0.0021 1529 610  253.62 1248.32 
  943 17.3958 16.1868 0.0045  584 194    3.30   89.11 
  944 17.6426 16.2358 0.0016 1769 672  558.37  406.66 
  945 17.8439 16.2436 0.0016 1800 671  790.60  811.78 
  946 17.8595 16.2422 0.0019 1812 682  294.56 1134.69 
  947 17.8294 16.2418 0.0016 1761 665  586.50  782.51 
  948 17.7455 16.2456 0.0018 1735 639  660.63  604.66 
  949 17.8858 16.2523 0.0017 1774 671  686.75  684.03 
  950 17.6786 16.2262 0.0016 1774 677  459.56   75.53 
  951 17.8713 16.2377 0.0018 1744 664  779.14  833.42 
  952 17.7329 16.2674 0.0015 1780 677  323.02  628.17 
  953 17.5149 16.2713 0.0015 1770 671  102.78  555.49 
  954 17.7303 16.2515 0.0014 1785 673  424.78  242.43 
  955 18.2017 16.2049 0.0021 1457 670  865.39  628.47 
  957 18.1580 16.2091 0.0024 1645 639  365.06   97.19 
  958 17.7681 16.1546 0.0041  906 402  634.15  618.42 
  959 17.7631 16.2618 0.0016 1795 672  622.99  572.34 
  960 17.5949 16.2623 0.0014 1808 661  194.77  262.51 
  961 18.4348 16.2415 0.0025 1746 669  870.39  521.69 
  962 18.5487 16.2396 0.0025 1805 663  450.88  949.46 
  963 17.7741 16.2570 0.0015 1762 665  619.03  987.94 
  964 17.7485 16.2431 0.0019 1715 641  532.88  705.49 
  965 17.7073 16.2134 0.0017 1575 618  713.15 1246.64 
  966 18.8416 16.2384 0.0031 1804 666  106.89  660.43 
  967 17.8114 16.2576 0.0016 1766 668  698.95  341.08 
  968 17.9404 16.2639 0.0021 1716 658  914.83  675.14 
  969 17.7359 16.2874 0.0032 1570 637  464.36  696.86 
  970 17.9082 16.2691 0.0019 1760 659  676.97  557.45 
  971 17.7539 16.2680 0.0017 1806 672 1126.35 1173.70 
  972 17.7754 16.2602 0.0051 1777 666  609.51  439.08 
  973 18.2112 16.2397 0.0030 1536 605  866.22   83.39 
  974 17.7636 16.2815 0.0017 1758 662 1110.16  530.65 
  975 17.8294 16.2773 0.0017 1762 674  499.71 1035.84 
  976 17.6760 16.2942 0.0015 1795 669 1003.35  680.41 
  977 17.8094 16.2811 0.0019 1626 617  793.47  996.85 
  979 18.5905 16.2616 0.0031 1657 651  731.40  637.29 
  980 17.8160 16.2840 0.0019 1726 661  705.61 1171.60 
  981 17.9210 16.2916 0.0016 1801 677  872.23  484.61 
  982 17.6792 16.2789 0.0016 1808 672  970.73   90.10 
  983 17.7620 16.2952 0.0015 1793 668  770.02  841.04 
  984 17.7486 16.2858 0.0015 1794 667  346.79  663.90 
  985 17.6145 16.2804 0.0018 1742 655  573.68  485.04 
  986 17.6493 16.1791 0.0052  415  98    0.28 1203.44 
  987 18.4290 16.2798 0.0023 1784 674  881.03  927.83 
  988 17.6558 16.2936 0.0019 1801 669  204.53  298.64 
  989 17.5015 16.3114 0.0015 1808 667   73.40  107.08 
  990 17.9122 16.2892 0.0016 1795 665  406.94  712.92 
  991 18.4808 16.2859 0.0022 1795 673  715.82  590.09 
  992 17.7317 16.3117 0.0015 1794 661  386.37  545.28 
  993 17.8235 16.2977 0.0017 1769 662  568.01  282.23 
  994 17.8780 16.3215 0.0016 1802 671  161.12  445.05 
  995 17.8282 16.3268 0.0022 1757 654 1115.70  229.54 
  996 18.5302 16.3124 0.0025 1790 674  890.21  667.30 
  997 17.8711 16.3283 0.0017 1787 664  820.97  605.42 
  998 17.7630 16.3312 0.0016 1775 678 1093.55  773.12 
  999 17.8029 16.3337 0.0016 1803 666 1021.03  781.73 
 1000 18.6924 16.2819 0.0090 1784 650  899.87 1135.72 
 1002 17.6883 16.2843 0.0024 1524 604 1053.23  190.65 
 1003 17.9016 16.3236 0.0017 1769 678  583.90  792.96 
 1004 17.9081 16.3262 0.0022 1704 648  577.26  613.85 
 1005 18.3448 16.3121 0.0021 1783 667  503.11  232.25 
 1006 17.9199 16.3268 0.0017 1800 672  660.93  778.38 
 1007 18.5077 16.3114 0.0024 1785 666  706.02  800.91 
 1008 17.7691 16.2975 0.0026 1789 660  455.08  400.79 
 1009 17.7887 16.3283 0.0018 1802 670 1101.35  702.63 
 1010 17.8238 16.3472 0.0020 1799 671  141.21 1110.69 
 1011 18.5035 16.3214 0.0023 1779 680  734.53  736.62 
 1012 17.5831 16.3549 0.0016 1821 674   71.01  561.59 
 1013 17.8155 16.3495 0.0034 1472 592 1091.32  698.19 
 1014 17.9077 16.3495 0.0016 1793 668  339.55  754.63 
 1015 17.8707 16.3616 0.0018 1787 677  147.38  831.85 
 1016 17.9105 16.3522 0.0034 1605 632  827.23  664.86 
 1017 18.0210 16.3155 0.0032 1573 588  616.04  750.15 
 1018 18.0450 16.3435 0.0017 1796 671  922.13  677.87 
 1019 17.8677 16.3521 0.0021 1785 664  163.78 1185.51 
 1020 17.7027 16.3547 0.0017 1801 645  528.33  470.21 
 1021 17.7410 16.3325 0.0015 1809 671  408.60  414.42 
 1022 19.3843 16.3240 0.0045 1770 673  767.52  414.15 
 1023 17.9910 16.3716 0.0020 1793 665   48.02  853.41 
 1024 17.9144 16.3543 0.0017 1799 679  898.84  721.88 
 1025 17.9732 16.3490 0.0017 1779 674  776.30  662.81 
 1026 18.0785 16.3513 0.0021 1655 642 1143.70  532.67 
 1027 17.8042 16.3523 0.0020 1694 633  454.55  646.04 
 1028 17.7667 16.3573 0.0018 1740 650  531.11  522.55 
 1029 17.7738 16.3474 0.0015 1796 667  429.66  442.21 
 1030 17.5917 16.3662 0.0015 1801 679  167.42  373.73 
 1031 17.8798 16.3426 0.0018 1690 651  371.99  558.57 
 1032 18.1710 16.3248 0.0019 1793 667  503.34  121.92 
 1033 17.7384 16.3643 0.0019 1730 666  509.38  744.62 
 1034 17.9297 16.3571 0.0016 1788 670  514.22  894.65 
 1035 17.6003 16.1669 0.0085 1065 526  627.92  679.89 
 1037 17.8440 16.3396 0.0022 1532 609  381.20  454.09 
 1038 17.8222 16.3195 0.0051 1343 565   48.05  605.51 
 1039 17.9276 16.3563 0.0017 1795 663  578.87  679.07 
 1040 17.9829 16.2885 0.0023 1314 575  618.43  715.72 
 1041 18.1942 16.3473 0.0021 1807 679 1105.48  455.78 
 1042 17.7345 16.3711 0.0016 1799 675  363.01  573.65 
 1043 17.7384 16.2534 0.0036  472 122    1.19  615.78 
 1044 18.1743 16.3651 0.0020 1805 668  420.00  944.73 
 1045 18.2484 16.3762 0.0025 1721 656  941.56  636.20 
 1046 17.9906 16.3642 0.0023 1673 630  693.89  432.97 
 1047 17.9589 16.3480 0.0072 1632 657  509.03  428.35 
 1048 17.6748 16.2046 0.0052  424 120  277.00    2.48 
 1049 17.9458 16.4080 0.0022 1803 679   33.74 1008.55 
 1050 18.6182 16.3676 0.0025 1782 664  833.17  915.79 
 1051 18.7191 16.3743 0.0030 1807 676   67.03  904.67 
 1052 17.8742 16.3875 0.0017 1796 671  593.36  562.13 
 1053 18.0241 16.3597 0.0018 1791 670  903.23  179.65 
 1054 17.8343 16.3909 0.0022 1656 633  464.19  585.27 
 1055 17.9560 16.3260 0.0044 1332 568  662.24  185.87 
 1056 17.5652 16.2338 0.0059 1737 656   23.31  399.39 
 1057 18.0062 16.2358 0.0048 1741 657  499.68 1239.63 
 1058 17.8777 16.4027 0.0016 1808 668  247.00  280.24 
 1059 17.9984 16.3945 0.0018 1799 674  324.13  739.61 
 1060 18.5102 16.3903 0.0023 1794 672  338.57  399.23 
 1061 18.2298 16.3803 0.0020 1796 676  152.51  260.24 
 1062 18.2107 16.3931 0.0019 1773 673  720.18  852.65 
 1063 17.9542 16.4139 0.0019 1793 674  843.54  492.74 
 1064 17.9819 16.3974 0.0019 1786 673  540.76 1138.13 
 1065 17.9059 16.4020 0.0018 1788 658  414.87  460.50 
 1066 18.0093 16.4020 0.0018 1765 664  386.00  243.80 
 1067 18.2896 16.3931 0.0023 1778 668  727.60  106.03 
 1068 18.1830 16.4146 0.0019 1775 655  961.47  730.77 
 1069 17.9053 16.3948 0.0020 1772 659 1066.02  235.55 
 1070 18.1865 16.5295 0.0038 1803 688  928.66  951.48 
 1071 17.5923 16.3879 0.0036 1287 551   36.02 1212.50 
 1072 17.9291 16.3134 0.0047 1716 628 1009.98  627.35 
 1073 17.8085 16.4351 0.0018 1809 665  551.04  144.99 
 1074 17.8405 16.4253 0.0021 1778 661 1110.04  756.95 
 1075 17.8409 16.4504 0.0027 1795 665  753.69  230.55 
 1076 17.9961 16.4314 0.0034 1597 636  537.44  715.51 
 1077 17.9058 16.3291 0.0079 1195 474  846.51  870.97 
 1078 17.9797 16.4175 0.0017 1785 662  602.48  523.16 
 1079 17.6627 16.4189 0.0015 1810 667  266.67  316.12 
 1080 17.9591 16.4328 0.0020 1734 643  405.76 1236.18 
 1081 17.6342 16.4236 0.0024 1680 638   34.34   78.06 
 1082 17.9192 16.4141 0.0021 1743 672  767.42  518.29 
 1083 17.9670 16.4402 0.0016 1789 668  261.20  396.61 
 1084 17.8237 16.4249 0.0021 1706 664  594.65  410.69 
 1085 17.8569 16.4307 0.0028 1801 674  489.98  439.05 
 1086 18.0483 16.4370 0.0019 1777 666  841.13  650.32 
 1087 18.0312 16.4135 0.0018 1766 670  800.97  344.29 
 1088 17.8252 16.4272 0.0016 1796 676  406.75  615.73 
 1089 18.2206 16.4242 0.0026 1700 626  595.53 1208.01 
 1090 18.3746 16.4311 0.0034 1694 651   38.38  494.70 
 1091 17.9347 16.4323 0.0032 1603 595  417.08  689.65 
 1092 18.6352 16.4250 0.0026 1792 672  278.80  542.52 
 1093 17.8426 16.4279 0.0017 1807 681  509.09  463.40 
 1094 17.9542 16.4297 0.0018 1796 671  779.08  932.68 
 1095 18.0391 16.4415 0.0043 1576 627  354.23  607.22 
 1096 18.5907 16.4468 0.0027 1799 668   84.78  884.42 
 1097 17.9711 16.4235 0.0026 1594 613  691.61  933.53 
 1098 18.0525 16.4481 0.0019 1769 644  204.38  733.20 
 1099 18.1363 16.4549 0.0019 1787 674  499.26  744.72 
 1100 17.9922 16.4372 0.0022 1738 657  738.37  397.41 
 1101 17.8298 16.4435 0.0021 1705 651  579.93  473.10 
 1102 18.0639 16.4388 0.0022 1722 637  349.48  124.85 
 1103 17.9161 16.4567 0.0018 1777 672  556.29  926.00 
 1104 18.0124 16.4616 0.0026 1672 649  197.72 1100.36 
 1105 18.0163 16.4486 0.0021 1713 659  728.91  521.52 
 1106 17.8420 16.3717 0.0029 1385 529  477.42  468.82 
 1107 17.8236 16.4661 0.0022 1749 645 1004.85 1018.14 
 1108 18.8053 16.4451 0.0029 1787 666  170.04  866.81 
 1109 18.0243 16.4788 0.0020 1752 674  213.43  990.77 
 1110 17.9223 16.4558 0.0020 1690 643  610.88  541.85 
 1111 17.9913 16.4709 0.0018 1795 666  904.86  972.41 
 1112 17.8583 16.4579 0.0019 1766 664  460.90  529.69 
 1113 18.0507 16.4411 0.0036  757 289    5.49  775.18 
 1114 18.2153 16.4699 0.0020 1792 671  320.23 1087.81 
 1115 18.0270 16.4215 0.0027 1797 673  818.66  699.40 
 1116 18.0121 16.4743 0.0021 1726 646  769.95  513.91 
 1118 17.9667 16.4759 0.0018 1795 667 1058.43  883.75 
 1119 17.9266 16.4571 0.0017 1785 673  265.58  178.08 
 1120 17.9243 16.4651 0.0017 1777 671  545.76  801.38 
 1121 17.8520 16.4632 0.0017 1790 666  859.12  157.45 
 1122 18.0562 16.4660 0.0018 1816 670  412.54  244.97 
 1123 18.9791 16.4293 0.0047 1540 602  842.14 1071.04 
 1125 17.9380 16.4787 0.0018 1805 672 1063.46  758.51 
 1126 17.8869 16.4465 0.0047 1300 556  526.47  635.43 
 1128 18.2319 16.4726 0.0022 1765 661  738.68  923.98 
 1129 17.9303 16.4683 0.0017 1808 668  700.27  219.03 
 1130 18.2608 16.4325 0.0029 1465 592  661.83 1248.26 
 1131 18.5750 16.4771 0.0048 1571 609  544.59  697.50 
 1132 18.0190 16.4649 0.0035 1637 624  607.59  693.18 
 1133 18.1572 16.4926 0.0021 1792 659  270.00  965.10 
 1134 18.1536 16.4849 0.0021 1802 679  800.21 1136.41 
 1135 18.5829 16.4700 0.0034 1703 664  555.07  597.28 
 1136 18.2562 16.4912 0.0024 1799 642  888.85  969.25 
 1137 18.0511 16.4911 0.0018 1778 670  362.27  768.45 
 1138 18.0549 16.4949 0.0021 1761 668  372.29  398.76 
 1139 17.8693 16.4734 0.0022 1661 623  677.82   84.26 
 1140 18.1355 16.5025 0.0020 1798 666 1074.40  488.08 
 1141 18.1397 16.4940 0.0019 1808 671  319.28  127.88 
 1142 17.9106 16.4976 0.0018 1748 671  673.10   45.15 
 1143 18.4140 16.4785 0.0028 1704 658  865.15   88.33 
 1144 18.0532 16.5064 0.0020 1779 673  914.01  993.27 
 1145 18.0724 16.5026 0.0033 1514 626  201.47  788.35 
 1146 18.2694 16.5003 0.0025 1676 647 1044.88  294.33 
 1147 18.2305 16.4921 0.0023 1761 657  592.11 1183.68 
 1148 18.4810 16.4988 0.0022 1784 676  281.97  465.01 
 1149 18.3019 16.4920 0.0026 1590 611  588.16 1226.94 
 1150 17.9826 16.5355 0.0022 1803 666   42.70 1105.40 
 1151 18.2155 16.4940 0.0022 1786 672  827.51 1127.12 
 1152 17.8709 16.4935 0.0022 1560 597  455.84  127.33 
 1153 18.0241 16.5156 0.0026 1671 631  489.10  727.82 
 1154 17.9631 16.5033 0.0022 1735 662  411.21  478.71 
 1155 18.3061 16.5819 0.0022 1790 673  322.45  706.63 
 1156 17.8510 16.5237 0.0017 1793 664  128.97  226.85 
 1157 17.8762 16.5456 0.0019 1820 663   46.32  499.26 
 1158 18.0185 16.5450 0.0020 1786 663   52.33  880.17 
 1159 17.8565 16.5249 0.0021 1711 654 1024.44  886.94 
 1160 17.8566 16.5157 0.0022 1740 638  417.15  579.59 
 1161 18.1487 16.5200 0.0020 1791 679  446.61  911.23 
 1162 18.3433 16.5086 0.0023 1794 669  987.53  108.78 
 1163 18.1638 16.5145 0.0067 1734 580  724.24  386.51 
 1164 18.0041 16.4955 0.0053 1445 600  296.31  756.78 
 1165 18.0315 16.5375 0.0019 1797 674  271.19  499.64 
 1166 18.1596 16.5407 0.0024 1759 648  265.02  969.72 
 1167 18.0062 16.5394 0.0020 1767 672  642.35 1072.95 
 1168 18.6083 16.5232 0.0029 1776 674  856.70 1054.27 
 1169 19.1108 16.4920 0.0041 1787 671  390.08  209.41 
 1170 18.2407 16.5274 0.0021 1743 674  596.15  646.91 
 1171 17.9263 16.5299 0.0035 1615 592  518.29  299.81 
 1172 17.9407 16.5331 0.0018 1784 669  471.87  541.81 
 1173 18.3727 16.5525 0.0031 1675 626  658.92  612.58 
 1174 18.1867 16.5493 0.0063 1695 580  725.92  388.91 
 1175 17.9082 16.5536 0.0021 1639 658  135.23   28.72 
 1176 17.8874 16.5569 0.0021 1751 663  233.82  461.17 
 1177 17.8648 16.5599 0.0018 1791 673   60.87  348.56 
 1178 18.0749 16.5537 0.0021 1789 665  151.01  773.13 
 1179 17.9653 16.5466 0.0026 1719 630  416.83  500.04 
 1180 18.1532 16.5212 0.0033 1353 546  598.46  659.87 
 1181 18.6155 16.5319 0.0031 1611 634  755.35 1168.57 
 1182 18.0599 16.5762 0.0024 1759 654  166.43 1226.34 
 1183 18.2243 16.5568 0.0022 1802 674  600.51  798.11 
 1184 18.0871 16.5575 0.0020 1766 669  249.37  447.43 
 1185 18.4944 16.5277 0.0024 1790 671  811.63  222.86 
 1186 17.9465 16.5893 0.0021 1787 646   42.49  759.14 
 1188 18.0671 16.4700 0.0031 1286 543  600.80  609.35 
 1189 18.6218 16.5976 0.0079 1561 620  177.52  778.51 
 1190 18.1203 16.5634 0.0020 1806 665  922.33  516.58 
 1191 18.0981 16.5737 0.0054 1593 627  362.66  734.73 
 1192 18.1123 16.5746 0.0020 1792 673  629.42  989.45 
 1193 18.2168 16.5785 0.0021 1762 662  473.99  950.55 
 1194 18.1553 16.5788 0.0021 1760 673  213.62  769.62 
 1195 18.4498 16.5740 0.0023 1780 662  771.72  852.92 
 1196 18.0631 16.5836 0.0020 1790 674  455.07  572.95 
 1197 18.8030 16.4771 0.0058  596 193    3.24  342.92 
 1198 18.2018 16.5676 0.0021 1770 671  670.60  835.33 
 1199 17.7368 16.4361 0.0044  435 121  226.88    2.70 
 1200 17.9557 16.5700 0.0021 1810 666  937.42  202.23 
 1201 18.1180 16.5850 0.0022 1678 655 1116.42   32.28 
 1202 18.0608 16.4866 0.0042  684 215  764.90    6.21 
 1203 18.2628 16.5886 0.0021 1792 659  128.43  597.81 
 1204 18.1264 16.5837 0.0021 1790 669  638.29  661.40 
 1205 18.1850 16.5364 0.0025 1761 659 1128.27  183.63 
 1206 18.1608 16.5883 0.0025 1805 678  146.79 1172.33 
 1207 18.1580 16.5793 0.0030 1698 645  624.48  901.58 
 1208 17.5606 16.0652 0.0024 1088 330  557.46  613.02 
 1209 18.4040 16.5879 0.0024 1790 672  394.41  857.20 
 1210 17.9987 16.5838 0.0020 1789 668  617.24  279.87 
 1211 18.0244 16.5931 0.0028 1738 639 1099.67  827.02 
 1212 18.1941 16.5874 0.0022 1787 672  846.84  484.37 
 1213 18.0618 16.6011 0.0022 1794 670   42.71  351.49 
 1214 17.8989 16.5900 0.0019 1753 659  614.45   79.11 
 1215 18.2007 16.5884 0.0033 1593 617  261.25  909.74 
 1216 18.1737 16.5945 0.0022 1796 673 1126.32  503.52 
 1217 18.3410 16.5967 0.0022 1784 670 1074.12  408.69 
 1218 17.8805 16.5728 0.0037 1516 609  276.91  358.28 
 1219 18.2938 16.5510 0.0040 1662 631  429.99  475.64 
 1220 18.5350 16.5059 0.0076 1635 617  297.00  262.11 
 1221 18.0636 16.5999 0.0021 1790 671  560.67  626.69 
 1222 18.7319 16.5724 0.0028 1787 665  590.99   98.29 
 1223 18.7370 16.5911 0.0031 1814 669  297.82  785.57 
 1224 18.2461 16.6075 0.0023 1765 671  857.03  827.27 
 1225 18.0422 16.6155 0.0019 1791 670  267.83  657.81 
 1226 18.2364 16.6074 0.0023 1796 638  334.25  951.72 
 1228 18.2216 16.6194 0.0023 1801 675 1123.85  575.84 
 1229 18.2573 16.5937 0.0037 1622 628  713.27  629.59 
 1230 18.0462 16.5871 0.0020 1743 662  707.81  126.32 
 1231 17.9783 16.5981 0.0023 1718 647  535.84  168.63 
 1232 18.1361 16.6163 0.0021 1781 675  210.51  846.97 
 1233 18.3837 16.6027 0.0022 1799 666  689.14  397.38 
 1234 18.1007 16.6104 0.0021 1772 676  629.65  286.46 
 1235 18.1668 16.6068 0.0022 1784 673  971.05  127.55 
 1236 18.1028 16.6061 0.0026 1622 626  677.21  423.36 
 1237 18.1275 16.6217 0.0024 1740 648  374.03  682.33 
 1239 17.8524 16.6333 0.0019 1802 667   57.45  531.71 
 1240 18.1482 16.6217 0.0026 1696 648  326.31  652.60 
 1241 18.0079 16.6137 0.0019 1800 665  243.38  117.48 
 1242 18.3198 16.6266 0.0022 1790 666  422.17  873.98 
 1243 18.4693 16.6086 0.0027 1784 611 1117.90 1098.72 
 1244 18.0123 16.6089 0.0024 1676 652  425.98  617.85 
 1245 17.9586 16.5681 0.0035  754 230  790.27    7.20 
 1246 18.0212 16.6226 0.0020 1801 666  987.80  215.92 
 1247 18.7298 16.6257 0.0029 1791 675  197.56 1077.68 
 1248 18.2298 16.6390 0.0025 1767 672 1055.27   55.66 
 1249 17.9464 16.6273 0.0021 1496 594   15.47  325.00 
 1250 18.6228 16.6233 0.0036 1719 646  384.06  416.09 
 1251 18.3389 16.6369 0.0024 1791 677  936.58  702.89 
 1252 18.2695 16.6319 0.0025 1770 667  259.70 1203.24 
 1253 18.0442 16.6540 0.0027 1803 676  551.98  495.96 
 1254 18.2420 16.6436 0.0027 1737 648  332.77  883.08 
 1255 18.3701 16.6359 0.0023 1784 667 1074.16  342.52 
 1257 18.8971 16.6146 0.0033 1793 675  802.62  833.97 
 1258 18.1187 16.6413 0.0022 1778 670  465.93  297.67 
 1259 18.1494 16.6558 0.0029 1710 609  738.51  976.28 
 1261 18.3388 16.6352 0.0022 1773 668  916.04  796.65 
 1262 18.4143 16.6238 0.0024 1777 674  192.18  119.35 
