%
%  no - oznaczenie gwiazdy
%  V - jasno"s"c w filtrze V
%  I - jasno"s"c w filtrze I
%  err_V - b"l"ad jasno"sci V
%  N_V - ilo"s"c obserwacji w filtrze V
%  N_I - ilo"s"c obserwacji w filtrze I
%  x - wsp"o"lrz"edna x na obrazie CCD (po"lno"c to -x) 
%  y - wsp"o"lrz"edna y na obrazie CCD (wsch"od to +y)
%
%  no    V       I    err_V   N_V N_I     x       y 
%       mag     mag    mag               
%
 1703 18.6753 17.1905 0.0050 1715 631  722.74  114.29 
 1704 19.4465 17.1680 0.0070 1583 630  760.78 1074.93 
 1705 18.9828 17.1943 0.0038 1786 665  656.91  667.02 
 1706 18.8502 17.1834 0.0034 1785 672  881.16  212.92 
 1707 18.8061 17.2129 0.0034 1784 669  976.76  404.66 
 1708 18.7400 17.2292 0.0037 1761 657  952.30  677.34 
 1709 19.1522 17.2062 0.0084 1411 596  419.13  418.99 
 1710 18.7799 17.2122 0.0039 1747 669  507.71  383.37 
 1711 18.8501 17.1859 0.0051 1709 627  459.86  564.58 
 1712 18.7402 17.1976 0.0034 1794 674  122.13  136.24 
 1714 18.5883 17.1569 0.0035 1491 597  589.59   19.93 
 1715 18.9238 17.2176 0.0038 1805 671  174.55  944.03 
 1716 18.8734 17.1768 0.0034 1770 671  298.15  135.81 
 1717 19.2023 17.2089 0.0045 1733 642  794.23 1238.49 
 1718 18.8825 17.1944 0.0036 1767 661  390.78  884.07 
 1719 18.5397 17.1013 0.0073 1328 547  435.46  525.22 
 1720 18.7147 17.2227 0.0036 1763 656  261.81  868.08 
 1721 18.8145 17.2670 0.0042 1779 660  733.52  229.90 
 1722 18.6735 17.2057 0.0067 1786 655  745.96  962.34 
 1723 18.8515 17.2275 0.0035 1801 665   37.01  509.30 
 1724 18.7317 17.2264 0.0037 1813 665   93.58  247.71 
 1725 18.8549 17.2525 0.0055 1713 653  319.79  750.29 
 1726 18.7742 17.2442 0.0034 1768 667  469.41  793.10 
 1727 18.8964 17.2105 0.0043 1677 628  418.61  733.50 
 1728 18.7814 17.2384 0.0035 1793 657  487.63  885.07 
 1729 18.8926 17.1834 0.0050 1463 587  317.36  890.76 
 1730 18.7846 17.2459 0.0036 1770 660  982.89  933.60 
 1731 19.2352 17.2007 0.0044 1798 664  871.13  198.39 
 1732 18.7285 17.1488 0.0097 1353 549  717.60 1037.93 
 1733 18.8089 17.2184 0.0036 1806 674  348.75  486.96 
 1734 18.6252 17.1900 0.0073  839 278  494.27    8.17 
 1735 18.7613 17.1535 0.0057 1267 522  804.50  573.72 
 1736 18.4788 17.2505 0.0031 1800 671   70.89  159.82 
 1737 18.7187 17.2184 0.0032 1771 674  214.17  282.32 
 1738 18.8183 17.0588 0.0061 1793 670 1077.62  721.07 
 1739 18.9144 17.2356 0.0039 1727 651  859.60  509.92 
 1740 18.6908 17.2041 0.0060  853 271   81.93    8.19 
 1741 18.9735 17.2276 0.0041 1813 675  742.15 1132.52 
 1742 18.7383 17.1964 0.0081 1503 609  507.05  681.87 
 1743 18.6916 17.2250 0.0051 1640 620  566.34  183.90 
 1744 19.1581 17.2541 0.0045 1766 663  764.19  700.28 
 1745 19.5143 17.2064 0.0055 1765 660  799.47  132.72 
 1746 18.9224 17.2218 0.0041 1777 631  719.15  747.82 
 1747 18.8987 17.2468 0.0036 1781 668  539.22  841.98 
 1748 18.7545 17.2483 0.0033 1773 668  351.34   55.16 
 1749 18.9757 17.2484 0.0055 1728 653  555.38  718.76 
 1750 18.5040 17.2229 0.0050 1814 676 1109.66  823.98 
 1751 18.6030 17.2141 0.0037 1536 618  114.18   20.39 
 1752 18.7437 17.2393 0.0033 1796 674  446.07  186.48 
 1753 18.5284 17.2478 0.0030 1790 673  213.07  398.08 
 1754 18.6207 17.2401 0.0033 1781 664   29.07  209.25 
 1755 18.8644 17.2659 0.0038 1783 664 1115.64  676.89 
 1756 18.9854 17.2494 0.0039 1786 676   86.62  560.70 
 1757 18.8922 17.2587 0.0044 1554 616 1141.65  641.10 
 1758 18.9743 17.2591 0.0038 1765 652  477.79  790.85 
 1759 18.8409 17.2414 0.0057 1746 617  509.51 1016.17 
 1760 19.4395 17.1930 0.0056 1642 640   75.29 1243.08 
 1761 18.7224 17.2403 0.0036 1762 645  572.12  152.49 
 1762 18.6115 17.2437 0.0045 1711 633  150.69  100.69 
 1763 18.9229 17.2589 0.0037 1772 669  711.38  664.33 
 1764 19.6399 17.2249 0.0065 1652 666 1114.74  398.39 
 1765 18.8000 17.2680 0.0039 1772 659  431.71  647.81 
 1766 18.7208 17.2443 0.0041 1722 664  525.38   61.80 
 1767 19.3893 17.2422 0.0051 1766 673  921.71  497.70 
 1768 19.7758 17.2258 0.0075 1614 669  496.87 1185.06 
 1769 18.8447 17.2148 0.0076 1266 508  426.01  718.11 
 1770 19.0550 17.2609 0.0041 1765 658  245.28  715.20 
 1771 18.9444 17.2665 0.0040 1768 664 1130.99  272.56 
 1773 19.7756 17.2429 0.0071 1641 665  209.51  774.50 
 1774 18.7299 17.2619 0.0055 1708 626  946.56  260.96 
 1775 19.0469 17.2729 0.0042 1782 668  933.70  459.84 
 1776 18.7762 17.2579 0.0033 1788 660  431.25  320.03 
 1777 19.4335 17.2568 0.0050 1757 658  452.36  896.05 
 1778 18.8228 17.2452 0.0033 1768 663  304.23   69.62 
 1779 18.9792 17.2645 0.0038 1787 645  451.72  820.60 
 1780 19.4260 17.2369 0.0050 1745 665  828.85  162.43 
 1781 18.8601 17.2713 0.0056 1620 636  780.38   97.12 
 1782 18.9721 17.2421 0.0043 1725 654  831.28  659.41 
 1783 19.1173 17.2605 0.0043 1766 672  726.56  865.18 
 1785 19.0902 17.2661 0.0044 1790 675 1060.49  172.20 
 1786 19.4548 17.2761 0.0053 1755 664  962.05  874.85 
 1787 18.7170 17.2961 0.0038 1789 649   40.39 1196.96 
 1788 18.9918 17.2701 0.0040 1799 670  335.75  918.14 
 1789 19.0157 17.2761 0.0040 1796 666  759.09  878.77 
 1790 19.1741 17.2752 0.0043 1798 669  532.73  144.20 
 1791 19.0288 17.2562 0.0045 1748 660  690.97  640.70 
 1792 19.0477 17.2025 0.0066 1385 563  524.93  894.43 
 1793 19.0348 17.2632 0.0041 1809 671  601.29 1139.41 
 1794 18.8262 17.2800 0.0093 1417 625  541.51  534.93 
 1795 19.1936 17.2892 0.0043 1795 656  879.61  588.41 
 1796 18.9901 17.2919 0.0041 1799 671  254.45 1090.58 
 1797 18.8519 17.2920 0.0068 1678 614  676.35  429.63 
 1798 19.3144 17.2353 0.0068 1596 646  331.03  642.81 
 1799 18.8349 17.2724 0.0036 1788 671 1070.89  895.85 
 1800 18.7653 17.3061 0.0036 1794 664   91.28  985.10 
 1802 18.8121 17.3206 0.0039 1775 667 1078.88  787.36 
 1803 19.7011 17.2778 0.0065 1607 649  587.15 1219.88 
 1804 19.5355 17.3218 0.0080 1749 680 1127.60 1195.45 
 1805 19.3839 17.2753 0.0051 1752 674 1012.78 1173.70 
 1806 19.0556 17.2800 0.0047 1790 670  222.20  885.80 
 1807 19.0022 17.2980 0.0046 1799 657  629.46  279.45 
 1809 19.1596 17.3137 0.0044 1749 663  884.71   40.65 
 1810 19.4748 17.3173 0.0058 1711 649   64.78 1084.23 
 1811 18.9154 17.2806 0.0041 1771 669  572.87  606.86 
 1812 18.8857 17.2851 0.0039 1693 644  568.85   77.71 
 1813 19.0086 17.3044 0.0071 1565 617  769.69  771.94 
 1814 18.8595 17.2898 0.0037 1780 666  481.02  520.15 
 1815 18.8119 17.2866 0.0038 1792 657  801.88  110.75 
 1816 18.8041 17.2879 0.0035 1791 667  286.35  211.87 
 1817 19.0778 17.2884 0.0048 1706 648  536.73  885.45 
 1818 19.8894 17.2902 0.0073 1607 663  173.13  223.97 
 1819 18.8816 17.2960 0.0037 1777 667 1055.36  802.64 
 1820 18.8908 17.3135 0.0039 1768 665  519.49  828.67 
 1821 18.8726 17.3260 0.0037 1790 664  145.10  950.52 
 1822 18.9177 17.3002 0.0040 1765 652   41.45  280.11 
 1823 18.8762 17.2983 0.0036 1780 673  651.99  499.64 
 1824 18.7993 17.2433 0.0076 1556 607  689.11  155.19 
 1825 18.8698 17.2983 0.0034 1784 672  216.18  142.90 
 1826 19.0028 17.3053 0.0040 1772 651  264.23 1050.19 
 1827 19.0406 17.3047 0.0042 1733 655  850.43 1230.27 
 1828 18.8070 17.2782 0.0047 1642 626  474.37  685.87 
 1829 18.9898 17.3179 0.0042 1799 664 1027.55 1013.43 
 1830 18.9390 17.3268 0.0040 1785 669 1097.16 1144.58 
 1831 19.0768 17.2955 0.0056 1577 608  625.66 1081.56 
 1832 18.8923 17.2801 0.0048 1363 575 1150.81  399.66 
 1833 18.6537 17.1167 0.0063 1070 425 1029.48  494.50 
 1834 19.0438 17.3132 0.0042 1798 666  593.90  831.67 
 1835 18.9557 17.3189 0.0066 1657 602  418.20  381.93 
 1836 18.9095 17.3052 0.0042 1804 672  934.20  578.43 
 1837 18.7378 17.3288 0.0034 1783 661  481.82  280.33 
 1838 19.0562 17.3302 0.0042 1720 640  758.26 1222.76 
 1839 19.2787 17.3190 0.0059 1752 655  261.50  966.04 
 1840 18.9886 17.3311 0.0041 1790 678  171.51  734.92 
 1841 18.9703 17.3315 0.0042 1740 669  142.44  671.42 
 1842 18.8780 17.3059 0.0039 1773 675  543.85  639.13 
 1843 18.9934 17.3331 0.0043 1741 639  943.71 1238.83 
 1845 18.8827 17.3358 0.0041 1763 658  345.60  607.75 
 1846 18.7569 17.3156 0.0034 1783 675  316.74  601.67 
 1847 19.2471 17.3648 0.0052 1796 677  931.26  767.57 
 1848 18.8101 17.3329 0.0046 1754 652  346.40  121.12 
 1849 19.0028 17.3110 0.0062 1602 608  582.84  721.17 
 1850 19.3206 17.3241 0.0053 1762 669  903.74 1171.03 
 1851 19.2922 17.3419 0.0047 1775 662  318.85  393.29 
 1852 18.9902 17.3624 0.0040 1800 663   54.02  583.29 
 1853 18.8341 17.3560 0.0035 1789 666  513.72  356.59 
 1854 18.9405 17.3370 0.0039 1751 678  610.15   55.26 
 1855 18.9049 17.2886 0.0099 1541 591  586.89  610.35 
 1856 19.0620 17.3448 0.0041 1783 678  447.89  740.02 
 1857 18.9717 17.3516 0.0040 1794 667  563.32  811.34 
 1858 18.7558 17.3144 0.0077 1543 617  543.74  469.59 
 1860 19.1459 17.3067 0.0081 1559 609  636.42 1076.37 
 1861 18.8527 17.3000 0.0082 1490 600  238.64   65.09 
 1863 19.0286 17.2878 0.0057 1468 578   25.04  843.41 
 1866 18.9783 17.3515 0.0039 1785 666  888.18  424.37 
 1867 18.8047 17.3224 0.0037 1778 670  712.49   94.47 
 1868 18.9962 17.3395 0.0038 1783 665  482.92  267.89 
 1869 18.8009 17.3725 0.0035 1791 664  446.71   98.85 
 1870 19.1064 17.3433 0.0041 1782 666  847.95  303.76 
 1871 19.0212 17.3167 0.0049 1424 563   14.86  951.01 
 1873 18.8962 17.3647 0.0039 1768 670  563.92  442.24 
 1874 18.7684 17.3491 0.0034 1770 673  392.90  123.09 
 1875 19.1913 17.3788 0.0045 1796 661  934.25  592.63 
 1876 19.5451 17.3171 0.0066 1664 666  749.07 1195.77 
 1877 18.8162 17.3639 0.0058 1554 595  656.88  872.04 
 1878 18.9055 17.3381 0.0036 1756 668  629.13  538.94 
 1879 18.8136 17.3691 0.0044 1750 653  229.48  459.96 
 1880 19.5999 17.3525 0.0080 1578 632  372.15  538.18 
 1881 19.1318 17.3719 0.0044 1782 664  340.37  960.78 
 1882 18.7935 17.2998 0.0049 1688 650  627.22  504.81 
 1883 18.8947 17.3568 0.0041 1779 648  965.94  307.98 
 1884 19.1610 17.3757 0.0047 1814 671  174.55  982.52 
 1885 18.9250 17.3764 0.0041 1802 669  402.97 1167.13 
 1886 19.2809 17.3974 0.0063 1741 633  899.81 1078.28 
 1887 18.9821 17.3690 0.0041 1782 677  383.83  888.36 
 1888 18.9178 17.3620 0.0036 1782 664  739.94  337.13 
 1889 18.9613 17.3656 0.0041 1798 669  972.06  187.42 
 1890 18.7666 17.3717 0.0037 1774 662  530.82  107.70 
 1891 18.8816 17.3692 0.0038 1799 676  564.72  450.36 
 1892 19.0111 17.3835 0.0044 1758 655  500.62  336.40 
 1893 19.4160 17.3861 0.0054 1755 672 1002.75 1046.67 
 1894 18.7397 17.2080 0.0066 1254 466 1071.55  877.18 
 1895 18.9178 17.3646 0.0048 1583 597  119.76  390.22 
 1896 18.8273 17.3859 0.0040 1769 657  531.99  693.92 
 1897 19.0967 17.3765 0.0066 1638 634  827.87  520.00 
 1898 19.0633 17.4115 0.0044 1758 658 1132.38  450.72 
 1899 19.1880 17.3914 0.0056 1753 664  571.79  847.70 
 1900 18.9042 17.3830 0.0038 1771 661  717.33  289.56 
 1901 18.9339 17.3439 0.0057 1444 574  753.39  190.08 
 1903 19.0255 17.4157 0.0040 1776 669 1082.58  134.84 
 1904 18.8366 17.3911 0.0042 1723 649  375.18  639.42 
 1905 19.1988 17.3785 0.0061 1685 621  757.49  796.52 
 1907 18.8822 17.4012 0.0037 1790 661  332.90  565.41 
 1908 19.1142 17.3901 0.0044 1801 668  287.61  800.46 
 1909 19.1192 17.3867 0.0045 1784 662  823.96  599.05 
 1910 18.8902 17.4067 0.0042 1762 662  515.72  305.83 
 1911 19.0224 17.3913 0.0044 1793 641  523.85  982.90 
 1912 18.9267 17.4181 0.0038 1766 673  580.10  421.61 
 1913 19.0539 17.3877 0.0044 1774 665  636.13  633.95 
 1914 19.1471 17.4059 0.0047 1780 667  828.15  647.44 
 1915 18.9547 17.4047 0.0041 1773 659  892.68  287.74 
 1916 18.8362 17.3783 0.0080 1752 625  516.80  449.80 
 1917 18.9531 17.4097 0.0039 1768 661  427.03  220.01 
 1918 19.1632 17.4010 0.0049 1690 644  649.70 1240.85 
 1919 19.4080 17.3794 0.0054 1775 650  686.43 1117.65 
 1920 18.9986 17.4362 0.0044 1758 669  932.70   45.14 
 1921 19.1097 17.4203 0.0045 1788 672  486.82  958.30 
 1922 19.1073 17.4821 0.0049 1788 659  974.02  545.43 
 1923 18.8971 17.4009 0.0036 1785 666  259.51  351.79 
 1924 18.9016 17.4137 0.0039 1776 666  816.77  121.65 
 1925 19.1521 17.4322 0.0054 1766 666  982.32 1005.13 
 1926 19.0009 17.4202 0.0042 1792 645  956.64  458.58 
 1927 19.2881 17.4321 0.0047 1790 665  797.08  758.83 
 1928 17.9040 16.3723 0.0034  904 298  536.63  580.63 
 1929 19.0701 17.4286 0.0043 1791 663  597.10  956.29 
 1930 19.0162 17.4218 0.0043 1766 652 1076.98   62.42 
 1931 19.1276 17.4325 0.0046 1780 639  648.84  842.19 
 1932 19.6254 17.3808 0.0066 1686 628  896.28  498.82 
 1933 19.0888 17.3851 0.0046 1741 667  847.58  408.68 
 1934 18.8611 17.3981 0.0043 1719 659  701.37   44.36 
 1935 19.0763 17.4097 0.0044 1807 656  556.65  645.90 
 1937 19.1313 17.4068 0.0049 1713 659  629.90  558.60 
 1938 19.7454 17.3898 0.0090 1574 641  651.32  307.35 
 1939 19.3208 17.4359 0.0070 1552 613  967.51  690.04 
 1940 19.2050 17.4069 0.0049 1734 645  705.40   39.91 
 1941 19.2144 17.4210 0.0053 1741 638  861.58   77.88 
 1942 19.0928 17.4203 0.0057 1631 620  660.10  869.04 
 1943 19.1350 17.4447 0.0046 1798 658  919.18  631.73 
 1944 19.2149 17.4206 0.0046 1791 669  773.05 1015.75 
 1945 18.9942 17.4412 0.0049 1690 622  711.63  269.01 
 1946 18.9270 17.4139 0.0046 1786 663  738.40  243.77 
 1947 19.3171 17.4009 0.0051 1785 672  520.20 1153.55 
 1948 19.0420 17.4060 0.0047 1745 634  690.26  561.37 
 1949 18.9083 17.4073 0.0072 1573 620  687.87  224.28 
 1950 19.0575 17.5022 0.0089 1591 619  430.95  472.07 
 1951 19.0416 17.4443 0.0042 1793 671  387.78  632.72 
 1952 19.0992 17.4308 0.0042 1779 662  117.97  517.67 
 1953 19.1810 17.4180 0.0045 1791 659  666.98  511.32 
 1954 19.0515 17.3766 0.0065 1437 561  711.83  446.75 
 1955 18.9528 17.4351 0.0039 1802 667  781.18  306.05 
 1956 19.1910 17.4482 0.0046 1772 663  900.44  623.83 
 1957 19.2814 17.4665 0.0051 1792 673   95.74 1024.28 
 1959 19.1635 17.4417 0.0045 1792 660  996.65  963.77 
 1960 20.0392 17.3828 0.0092 1530 675  839.79   53.09 
 1961 19.1185 17.2442 0.0075 1168 461  809.59  947.53 
 1962 18.9586 17.4314 0.0041 1785 668  471.81  517.66 
 1963 19.2126 17.4422 0.0047 1784 663  682.51  724.82 
 1964 19.0016 17.4564 0.0041 1792 673  543.49  333.12 
 1965 19.1759 17.4411 0.0074 1636 629  632.54  611.89 
 1967 18.9800 17.4251 0.0049 1398 561  415.86  665.20 
 1968 19.3138 17.4454 0.0049 1768 664  116.61 1120.83 
 1969 19.0534 17.4887 0.0043 1792 668  173.85  529.56 
 1970 19.6330 17.4139 0.0060 1703 673  733.12 1168.81 
 1971 19.1710 17.4428 0.0064 1600 623  574.64  617.57 
 1972 19.1000 17.4438 0.0043 1791 666  805.25 1036.94 
 1973 18.9949 17.4352 0.0046 1751 657  355.65  279.77 
 1974 19.0403 17.4764 0.0065 1592 632  994.59   49.98 
 1975 19.1440 17.4749 0.0045 1799 668   49.76  416.82 
 1976 19.1097 17.4962 0.0048 1811 666  177.01  929.14 
 1977 19.0512 17.4535 0.0044 1775 673 1112.96   55.74 
 1978 19.2287 17.4715 0.0057 1739 633  847.19  876.18 
 1979 19.2523 17.4560 0.0054 1687 648  609.96  710.35 
 1981 19.1126 17.4639 0.0066 1570 638  414.29  693.63 
 1982 19.1547 17.4695 0.0045 1777 662  528.64  746.39 
 1983 19.0988 17.4727 0.0052 1771 650  570.55  758.68 
 1984 19.7638 17.3274 0.0095 1668 646  899.44 1152.06 
 1985 19.0009 17.4875 0.0041 1776 669   74.52  449.30 
 1987 19.0269 17.4154 0.0065 1778 658  526.10  243.54 
 1988 19.4034 17.4678 0.0056 1745 673  337.07 1178.77 
 1989 18.9903 17.4353 0.0048 1557 609  593.24   24.21 
 1990 19.3009 17.4385 0.0050 1782 665  721.80  546.12 
 1991 20.0564 17.4612 0.0090 1505 665  743.25  993.04 
 1992 19.3092 17.4952 0.0057 1736 669 1136.75 1134.88 
 1993 18.9459 17.4717 0.0041 1784 666  831.80  263.75 
 1994 19.3735 17.5747 0.0066 1769 677  925.66  870.90 
 1996 19.1038 17.4561 0.0046 1758 661  793.44  304.27 
 1997 19.0114 17.4861 0.0042 1780 657  297.65  820.75 
 1998 19.0953 17.4789 0.0082 1352 561  587.71  647.93 
 1999 19.2017 17.4255 0.0052 1573 664  573.81  714.67 
 2000 18.9706 17.4928 0.0042 1778 661 1120.52  868.05 
 2001 19.2825 17.4668 0.0057 1690 662  783.70  826.49 
 2002 19.3113 17.4889 0.0057 1744 662  885.17  876.94 
 2003 19.8731 17.4871 0.0074 1583 666  203.24  718.18 
 2004 19.2197 17.4734 0.0048 1806 667  117.01 1103.66 
 2005 19.1610 17.4179 0.0059 1379 511  220.43  808.98 
 2006 19.0313 17.5009 0.0042 1757 658  158.69  222.60 
 2007 19.1049 17.4693 0.0065 1667 630  247.25 1140.90 
 2008 19.2488 17.4604 0.0046 1764 664  976.00  347.23 
 2010 18.9792 17.4860 0.0047 1551 636 1146.09  907.60 
 2011 19.1967 17.4556 0.0056 1705 666  841.54  666.73 
 2012 19.2102 17.5048 0.0049 1791 642  523.77  949.29 
 2013 19.1258 17.5114 0.0045 1805 666  241.57  893.31 
 2014 19.2441 17.4885 0.0049 1798 670  467.42 1108.32 
 2015 18.9753 17.4313 0.0069 1413 581  562.18  553.93 
 2016 19.3888 17.4907 0.0056 1761 663 1063.01 1192.39 
 2017 19.1517 17.4949 0.0045 1782 660  518.01  744.11 
 2019 18.9628 17.5183 0.0044 1808 674   59.01  554.50 
 2020 19.1106 17.4904 0.0047 1771 661  823.57 1197.30 
 2021 19.3742 17.5271 0.0053 1760 658  889.09 1163.00 
 2022 19.3383 17.4940 0.0051 1768 668  950.96  413.81 
 2023 18.7751 17.5167 0.0039 1745 674  130.74   40.08 
 2025 19.0177 17.5093 0.0046 1744 647  137.53  225.63 
 2026 19.5472 17.4573 0.0057 1749 662  339.99  366.09 
 2027 19.3839 17.5081 0.0057 1785 671  640.44 1192.29 
 2028 19.2483 17.5438 0.0048 1779 658  791.12  634.23 
 2029 19.2298 17.5182 0.0053 1796 668  352.56 1143.76 
 2030 19.2051 17.5328 0.0049 1782 664  141.01  755.54 
 2032 19.4554 17.4505 0.0094 1552 617  726.85  534.44 
 2033 19.0333 17.4208 0.0070 1788 666  203.02  476.80 
 2035 19.5958 17.4796 0.0083 1018 424    9.22 1000.18 
 2036 19.2296 17.5068 0.0055 1707 647 1139.77  186.99 
 2037 19.3467 17.5073 0.0051 1773 658  991.82  229.38 
 2038 19.3027 17.5335 0.0052 1774 667 1056.38  409.90 
 2039 19.0222 17.5196 0.0046 1797 658  478.38  632.18 
 2040 19.1040 17.5301 0.0078 1688 617  552.24  731.02 
 2041 18.9490 17.4875 0.0085 1720 623  513.61  450.06 
 2042 19.3026 17.5396 0.0049 1802 667  147.76  547.89 
 2043 19.2303 17.4990 0.0048 1768 662  573.93  430.07 
 2044 19.1090 17.5114 0.0080 1570 643  694.65  832.11 
 2045 19.4551 17.5240 0.0054 1746 667  717.48  691.37 
 2046 18.9358 17.4874 0.0054 1804 640   39.04  180.81 
 2048 18.9776 17.5520 0.0043 1806 653   87.16  501.46 
 2049 19.0574 17.5302 0.0055 1739 653  616.84  302.22 
 2050 18.9918 17.5250 0.0046 1764 657  513.86  808.92 
 2051 19.2677 17.5127 0.0050 1795 671  853.78  750.49 
 2052 19.2306 17.4848 0.0069 1794 674  797.82  495.99 
 2054 18.9567 17.5288 0.0041 1743 646  343.92   40.55 
 2055 19.2261 17.5285 0.0058 1727 647   69.97  366.22 
 2056 19.1635 17.5095 0.0057 1707 654  665.55  840.07 
 2058 19.0644 17.5211 0.0052 1720 646  515.31  129.18 
 2059 19.5578 17.5394 0.0065 1712 657  607.74 1045.52 
 2060 19.1040 17.4864 0.0050 1438 549  684.66   16.98 
 2061 19.1466 17.5364 0.0047 1806 658  443.32  811.61 
 2062 19.1731 17.5241 0.0047 1787 670 1105.29  443.10 
 2063 19.0397 17.5322 0.0079 1607 607  427.43  469.74 
 2064 19.5456 17.5256 0.0069 1690 654  813.19  382.64 
 2065 19.3589 17.5394 0.0054 1784 664  377.04  828.88 
 2066 19.1853 17.5390 0.0086 1709 638  948.15  257.41 
 2067 19.1346 17.5599 0.0048 1768 658   75.23  622.11 
 2068 19.1493 17.6000 0.0050 1806 677  846.33  242.81 
 2071 19.2853 17.5888 0.0052 1775 678   35.89  741.50 
 2072 19.2005 17.5327 0.0050 1778 661  724.26  204.95 
 2073 19.4108 17.4731 0.0080 1737 666  740.99  967.89 
 2075 19.2067 17.5621 0.0049 1796 660  299.30  444.94 
 2076 19.0877 17.4951 0.0071 1490 591  359.34  757.20 
 2077 19.0961 17.5690 0.0058 1750 645  154.61 1058.02 
 2078 19.5833 17.5559 0.0057 1728 663  439.33  973.26 
 2079 19.0536 17.5309 0.0048 1594 633 1145.89  687.52 
 2080 19.1046 17.5689 0.0047 1799 665  194.71  900.36 
 2081 19.1074 17.5484 0.0047 1761 666  948.12  100.23 
 2082 19.3454 17.5608 0.0067 1640 637  755.66  749.65 
 2085 19.4801 17.5522 0.0058 1767 653  752.41  813.34 
 2086 19.2670 17.5199 0.0051 1783 665  648.93  668.62 
 2087 19.3503 17.5701 0.0056 1770 671  212.92  840.64 
 2088 19.1503 17.5778 0.0049 1790 658  884.81  706.37 
 2089 19.2382 17.5393 0.0047 1793 668  523.71  732.51 
 2090 19.0877 17.5490 0.0045 1781 669  618.78  881.92 
 2091 19.2614 17.5393 0.0059 1451 581  134.79  430.69 
 2092 19.2426 17.5495 0.0057 1763 667 1070.29  944.16 
 2093 19.2311 17.5433 0.0050 1763 672   48.99  410.22 
 2095 19.2207 17.5564 0.0053 1765 663  611.79  723.28 
 2096 19.3745 17.5319 0.0059 1540 662  565.15  984.00 
 2097 19.3780 17.5279 0.0076 1575 632  629.86 1077.18 
 2098 19.0316 17.5727 0.0041 1772 665   36.60  381.69 
 2102 19.2630 17.5723 0.0049 1768 666  377.17 1083.85 
 2103 19.2388 17.5672 0.0055 1788 626  576.34  706.74 
 2104 19.3328 17.5999 0.0054 1801 670  404.21  962.13 
 2105 19.0871 17.5163 0.0055 1515 582  669.05  294.56 
 2106 19.1213 17.5874 0.0055 1694 645  537.75  184.54 
 2107 19.0944 17.5833 0.0044 1796 660  201.14  371.10 
 2108 19.1717 17.5668 0.0066 1788 668   95.78  783.74 
 2109 19.0669 17.5799 0.0044 1775 670  789.96   83.00 
 2110 19.2942 17.5952 0.0052 1795 670  281.36  863.00 
 2112 19.0791 17.5803 0.0047 1744 655  312.07   73.90 
 2113 18.9710 17.6081 0.0043 1781 667   63.63  377.13 
 2115 19.2684 17.5894 0.0050 1770 665  468.84  662.12 
 2116 19.2758 17.5972 0.0053 1784 662 1087.01  495.54 
 2117 19.1733 17.5970 0.0053 1791 664 1090.13  862.78 
 2118 19.3375 17.5891 0.0052 1783 665  934.11  662.95 
 2119 19.0707 17.5528 0.0058 1809 669  138.15 1036.65 
 2120 19.5858 17.5835 0.0068 1750 672  186.20 1027.17 
 2121 19.2100 17.5921 0.0046 1796 669  811.91  578.80 
 2122 19.3046 17.5838 0.0050 1787 667  524.83  755.92 
 2123 19.0621 17.6221 0.0049 1776 629   35.59  750.18 
 2124 19.3011 17.5664 0.0084 1588 624  937.68  641.87 
 2125 19.0712 17.6206 0.0051 1792 669  195.24  653.85 
 2127 19.2781 17.5968 0.0074 1552 617 1059.82  242.06 
 2128 19.3324 17.5469 0.0076 1493 618  919.63 1040.91 
 2129 19.2968 17.6114 0.0063 1721 657  588.71  851.84 
 2130 19.2177 17.6204 0.0049 1792 669  240.44  796.60 
 2131 19.1899 17.5908 0.0049 1793 662  445.50  687.42 
 2132 19.4497 17.6099 0.0066 1695 658  875.68  831.74 
 2133 19.0697 17.5525 0.0063 1369 561  452.83  612.12 
 2134 19.3426 17.5794 0.0055 1779 673 1015.71 1036.32 
 2135 19.2827 17.6023 0.0052 1785 660  498.07  769.77 
 2137 19.3838 17.6798 0.0061 1726 650  564.36 1212.30 
 2139 19.3136 17.5502 0.0066 1547 629  768.92  649.29 
 2140 19.4854 17.6258 0.0062 1721 672  281.25 1165.26 
 2141 19.2136 17.6065 0.0052 1801 667  502.67 1012.54 
 2142 19.1631 17.6051 0.0048 1781 661  731.76  669.43 
 2143 19.3630 17.6448 0.0057 1746 645  948.53 1215.82 
 2144 19.4409 17.6072 0.0061 1784 644  420.09 1067.29 
 2145 19.4830 17.5743 0.0056 1704 656  648.91  657.50 
 2147 19.3320 17.6131 0.0051 1771 666  710.79  684.98 
 2148 19.6945 17.5353 0.0093 1622 610  765.56  970.57 
 2149 19.3840 17.6152 0.0051 1764 666  330.84  462.75 
 2150 19.2193 17.6430 0.0050 1760 665 1120.18  141.64 
 2151 19.0495 17.6232 0.0047 1764 665  646.10  416.74 
 2153 19.2478 17.5831 0.0060 1644 629 1042.07  104.80 
 2154 19.1774 17.6032 0.0049 1796 671  999.70   86.12 
 2157 19.2078 17.6092 0.0053 1756 651  696.78  346.74 
 2158 19.2248 17.6278 0.0058 1661 654 1139.56 1141.13 
 2159 19.8688 17.6030 0.0073 1573 663  636.91  370.49 
 2160 19.5002 17.6273 0.0059 1752 661  309.63  989.31 
 2161 19.5671 17.6220 0.0060 1725 666  601.30  922.31 
