%
% HIP - numer gwiazdy
% RA - rektascencja
% Dec - deklinacja
% pi - paralaksa
% +/- - b"l"ad paralaksy
% pm_RA*cos(Del) - ruch w"lasny w rektascencji pomno"zony przez cos(Del)
% +/- - b"l"ad powy"zszego
% pm_Dec - ruch w"l"asny w deklinacji
% +/- - b"l"ad powy"zszego
% v_r - pr"edko"s"c radialna
% +/- - b"l"ad powy"zszego
%
% HIP      RA           Dec          pi      +/-  pm_RA*cos(Del) +/-    pm_Dec   +/-     v_r    +/-
%        [h m s]      [g am as]       [marcsec]      [marcsec/yr]       [marcsec/yr]       [km/s]
%
 21829  04 41 34.79  -00 44 38.9     5.88    0.97     92.65    1.02     75.64    0.69   35.70  1.20 
 21923  04 42 51.64  +18 43 14.4    23.23    1.25    103.46    1.60    -92.15    1.09   13.57  0.20 
 21983  04 43 31.68  +11 09 59.9    21.48    1.84     97.80    2.65     24.92    1.73   24.47  0.34 
 22044  04 44 25.77  +11 08 46.2    20.73    0.88     98.87    1.19    -13.47    0.86   39.60  0.50 
 22105  04 45 27.74  +19 20 57.0     9.08    1.79    132.08    2.09   -123.92    1.77   25.94  0.11 
 22177  04 46 18.74  +03 38 10.7    22.45    2.32     92.59    2.89     12.96    2.18   43.16  0.25 
 22253  04 47 26.14  +23 03 03.7    15.74    1.98     77.60    1.95    -42.56    1.27   41.78  0.23 
 22271  04 47 41.73  +26 09 01.6    22.07    2.03    110.97    2.06    -81.58    1.56   40.30  0.17 
 22380  04 49 03.47  +18 38 28.8    21.38    1.46     82.39    1.62    -40.86    1.51   41.62  0.15 
 22422  04 49 32.07  +15 53 19.7    19.68    0.96     87.37    1.09    -23.68    0.85   42.04  0.14 
 22446  04 49 48.00  +23 23 45.2    13.26    1.11     44.84    1.22    -48.52    0.95   31.84  0.14 
 22565  04 51 22.41  +18 50 23.8    17.27    0.82     79.66    0.93    -32.76    0.75   36.80  1.20 
 22566  04 51 23.18  +15 26 00.6    17.14    1.00     67.63    1.08    -17.21    0.79   42.92  0.19 
 22654  04 52 23.48  +18 59 49.2    18.93    2.02     78.66    2.37    -31.45    1.50   42.88  0.25 
 22684  04 52 41.96  +20 00 02.4    12.14    2.22     72.14    2.61    -19.74    1.95   48.53  0.08 
 22751  04 53 38.68  +23 01 13.2    11.62    1.95     65.74    2.72    -27.54    1.90   48.72  0.18 
 22782  04 54 03.00  +17 01 36.6    14.82    0.88     78.04    0.96     -0.66    0.71   57.10  0.23 
 22850  04 54 58.32  +19 29 07.6    14.67    0.95     63.32    0.92    -28.41    0.65   38.40  2.00 
 22893  04 55 26.24  +10 12 30.0     9.66    1.43     56.84    1.64    -19.85    0.92  -30.57  0.26 
 23044  04 57 23.45  +00 59 31.0    12.62    1.89     47.85    2.18     26.02    1.29   37.96  0.17 
 23056  04 57 40.73  +27 22 33.8    14.29    1.48    135.40    2.17   -126.18    1.43   60.93  0.17 
 23069  04 57 49.46  +14 00 08.0    19.66    1.62     67.17    1.53    -19.49    1.15   43.68  0.16 
 23205  04 59 36.66  +31 35 06.8    10.73    1.66     68.19    2.24    -46.86    2.03    0.00  0.00 
 23214  04 59 44.27  +15 55 00.5    23.09    0.83     87.21    0.74    -29.19    0.50   42.50  1.50 
 23312  05 00 48.84  +04 43 59.1    16.77    1.79     71.50    1.69     10.67    1.04   42.21  0.40 
 23409  05 01 51.31  +31 37 57.6    11.39    1.66    108.44    2.25    -64.25    1.62   78.64  0.36 
 23497  05 03 05.70  +21 35 24.2    20.01    0.91     68.94    0.75    -40.85    0.52   38.00  1.70 
 23498  05 03 07.62  +13 43 50.6    18.44    1.66     65.95    1.42    -18.46    0.89   43.51  0.19 
 23574  05 04 05.36  +17 07 30.0     2.26    1.27     98.52    1.49    -51.59    0.73   30.22  0.19 
 23589  05 04 21.58  +21 16 40.8     5.30    0.81     15.18    0.78    -25.17    0.49   49.35  0.21 
 23599  05 04 26.72  +10 11 13.3     3.98    1.61    112.43    1.87    -94.14    1.08  111.51  0.37 
 23662  05 05 06.50  +06 07 48.9    16.69    1.12     49.05    1.07     -4.87    0.99    0.00  0.00 
 23750  05 06 17.95  +17 48 59.4    18.78    1.40     64.38    1.23    -31.98    0.74   42.31  0.18 
 24019  05 09 45.06  +28 01 50.2    18.28    1.30     55.86    1.33    -60.57    0.77   44.90  0.52 
 24020  05 09 45.44  +28 02 01.6    18.28    1.30    103.25   28.89     15.87   13.07   45.00  0.19 
 24021  05 09 45.88  +07 10 53.6    21.39    1.21     51.64    1.12     14.61    0.66    0.00  0.00 
 24046  05 10 03.74  +27 33 24.2    24.88    1.06    197.69    1.11    -88.54    0.59    0.00  0.00 
 24116  05 10 47.51  +20 34 09.3    11.56    1.19     41.16    1.11    -25.71    0.57   45.30  1.20 
 24923  05 20 25.39  +11 36 35.5    18.26    1.58     50.64    1.26    -13.41    0.96   43.70  0.23 
 25141  05 22 49.35  +28 44 49.0     9.40    1.48     40.75    1.73    -73.53    0.83   34.54  0.24 
 25639  05 28 35.13  +32 51 58.1    11.58    1.13     54.89    1.11    -49.90    0.56   42.10  0.43 
 25694  05 29 15.59  +21 18 57.5    11.17    1.28      9.43    1.23    -27.09    0.60    0.00  0.00 
 25871  05 31 22.73  +27 46 08.9    11.55    0.91     24.04    1.11    -41.26    0.47    0.00  0.00 
 25929  05 32 00.32  +24 59 29.8     6.74    1.40     35.28    1.74    -59.54    0.69   33.22  0.34 
 26159  05 34 36.58  +21 37 20.3    11.13    1.39     15.65    1.38    -14.71    0.61    0.00  0.00 
 26227  05 35 17.58  +29 16 17.6     0.72    1.90     18.42    1.85    -59.34    1.18   46.64  0.24 
 26382  05 37 03.71  +17 02 25.5    18.56    0.86     42.90    1.03    -34.86    0.63   41.10  1.20 
 26844  05 41 58.82  +15 20 14.4    46.51    2.35     78.74    2.55    -44.01    1.70    0.00  0.00 
 27431  05 48 30.82  +07 33 04.8    13.11    0.87     12.93    0.82     -9.94    0.61    0.00  0.00 
 27502  05 49 25.21  +18 37 05.5     6.15    1.25     33.85    1.73    -35.42    1.21    0.00  0.00 
 27791  05 52 52.73  +34 26 43.1    11.50    6.04      8.45    7.15    -60.25    4.75    0.00  0.00 
 27933  05 54 36.63  +11 29 08.0    12.76    0.94     36.97    0.99    -34.79    0.67    0.00  0.00 
 28356  05 59 29.91  +02 28 34.1    14.87    0.98     14.37    0.82     11.31    0.65   45.00  2.50 
 28469  06 00 36.97  +29 00 18.9    10.52    0.99     19.40    1.07    -28.36    0.57   48.00  5.00 
 28774  06 04 32.88  +30 14 18.4    12.81   12.80     -2.46   18.43     -7.00    9.99    0.00  0.00 
